fecha,id_camion,tipo_camion,id_chofer,nombre_chofer,viajes,tierra_transportada,combustible,litros_cargados
2023-02-04,Vol-07,Volquete Mediano,CH-21,Chofer 21,4,33.81,571.27,589.37
2023-02-04,Vol-10,Volquete Mediano,CH-10,Chofer 10,4,42.54,400.34,395.76
2023-02-04,Art-18,Articulado,CH-18,Chofer 18,1,12.65,164.42,171.69
2023-02-04,Vol-11,Volquete Grande,CH-20,Chofer 20,2,17.69,303.59,318.32
2023-02-04,Vol-12,Volquete Grande,CH-25,Chofer 25,3,28.61,503.69,494.94
2023-02-04,Vol-04,Volquete Pequeño,CH-08,Chofer 8,5,31.29,323.28,333.84
2023-02-04,Vol-15,Volquete Grande,CH-17,Chofer 17,2,19.12,260.41,270.78
2023-02-04,Art-19,Articulado,CH-18,Chofer 18,1,11.26,229.17,221.26
2023-02-04,Vol-01,Volquete Pequeño,CH-23,Chofer 23,5,27.19,396.56,407.69
2023-02-04,Vol-05,Volquete Pequeño,CH-14,Chofer 14,5,21.88,320.5,310.06
2023-02-04,Vol-02,Volquete Pequeño,CH-23,Chofer 23,4,21.64,361.26,345.26
2023-02-04,Art-17,Articulado,CH-24,Chofer 24,1,7.88,175.26,172.58
2023-02-04,Vol-13,Volquete Grande,CH-18,Chofer 18,4,46.46,555.33,557.44
2023-02-04,Vol-03,Volquete Pequeño,CH-07,Chofer 7,4,21.16,353.94,369.53
2023-02-04,Vol-06,Volquete Mediano,CH-21,Chofer 21,5,41.44,595.96,616.12
2023-02-04,Art-20,Articulado,CH-07,Chofer 7,2,17.2,447.95,431.08
2023-02-05,Vol-11,Volquete Grande,CH-06,Chofer 6,3,31.29,448.34,444.15
2023-02-05,Vol-02,Volquete Pequeño,CH-16,Chofer 16,4,17.06,374.67,392.28
2023-02-05,Art-18,Articulado,CH-08,Chofer 8,3,36.52,705.33,733.12
2023-02-05,Art-20,Articulado,CH-12,Chofer 12,1,10.18,227.61,234.35
2023-02-05,Vol-15,Volquete Grande,CH-20,Chofer 20,2,15.43,344.89,336.25
2023-02-05,Art-16,Articulado,CH-22,Chofer 22,2,21.06,419.76,423.97
2023-02-05,Vol-07,Volquete Mediano,CH-17,Chofer 17,5,40.33,590.0,581.22
2023-02-05,Vol-12,Volquete Grande,CH-17,Chofer 17,3,27.49,402.68,420.74
2023-02-05,Vol-04,Volquete Pequeño,CH-23,Chofer 23,4,23.43,372.28,371.09
2023-02-05,Vol-14,Volquete Grande,CH-17,Chofer 17,2,18.15,324.3,328.04
2023-02-05,Vol-10,Volquete Mediano,CH-22,Chofer 22,5,40.73,664.67,657.88
2023-02-05,Vol-09,Volquete Mediano,CH-18,Chofer 18,3,23.19,292.39,283.75
2023-02-05,Vol-03,Volquete Pequeño,CH-23,Chofer 23,3,18.27,236.96,243.44
2023-02-05,Vol-06,Volquete Mediano,CH-21,Chofer 21,4,30.21,390.7,392.7
2023-02-05,Vol-05,Volquete Pequeño,CH-20,Chofer 20,5,24.35,373.76,372.48
2023-02-05,Vol-01,Volquete Pequeño,CH-13,Chofer 13,5,28.47,417.33,408.19
2023-02-05,Art-17,Articulado,CH-12,Chofer 12,3,30.48,660.18,635.46
2023-02-05,Art-19,Articulado,CH-17,Chofer 17,2,20.27,409.03,423.61
2023-02-06,Vol-07,Volquete Mediano,CH-19,Chofer 19,4,34.28,420.92,412.32
2023-02-06,Vol-04,Volquete Pequeño,CH-06,Chofer 6,6,40.56,553.89,567.13
2023-02-06,Vol-14,Volquete Grande,CH-17,Chofer 17,4,37.79,554.85,545.97
2023-02-06,Vol-02,Volquete Pequeño,CH-08,Chofer 8,6,34.86,547.11,524.62
2023-02-06,Art-17,Articulado,CH-16,Chofer 16,1,9.32,164.94,158.22
2023-02-06,Art-20,Articulado,CH-16,Chofer 16,1,8.67,181.84,178.95
2023-02-06,Vol-11,Volquete Grande,CH-13,Chofer 13,3,29.22,444.77,451.97
2023-02-06,Vol-12,Volquete Grande,CH-20,Chofer 20,1,9.41,154.67,160.93
2023-02-06,Vol-10,Volquete Mediano,CH-05,Chofer 5,3,21.88,323.92,330.95
2023-02-06,Vol-15,Volquete Grande,CH-23,Chofer 23,4,38.17,694.94,723.37
2023-02-06,Vol-01,Volquete Pequeño,CH-23,Chofer 23,4,23.08,349.4,364.78
2023-02-06,Vol-09,Volquete Mediano,CH-21,Chofer 21,4,32.24,543.54,522.88
2023-02-06,Vol-08,Volquete Mediano,CH-01,Chofer 1,5,51.9,512.9,524.9
2023-02-06,Art-19,Articulado,CH-25,Chofer 25,1,10.48,169.33,170.12
2023-02-06,Vol-03,Volquete Pequeño,CH-17,Chofer 17,4,21.38,367.75,368.6
2023-02-06,Art-16,Articulado,CH-03,Chofer 3,2,26.4,409.69,427.83
2023-02-06,Vol-13,Volquete Grande,CH-08,Chofer 8,3,30.14,463.83,462.16
2023-02-06,Vol-05,Volquete Pequeño,CH-24,Chofer 24,4,15.37,330.89,321.83
2023-02-06,Vol-06,Volquete Mediano,CH-16,Chofer 16,3,19.19,412.34,400.92
2023-02-06,Art-18,Articulado,CH-07,Chofer 7,2,19.8,410.88,402.51
2023-02-07,Vol-14,Volquete Grande,CH-22,Chofer 22,3,21.45,521.26,536.58
2023-02-07,Art-17,Articulado,CH-15,Chofer 15,2,19.68,409.17,395.1
2023-02-07,Vol-03,Volquete Pequeño,CH-06,Chofer 6,3,18.95,213.24,210.7
2023-02-07,Vol-10,Volquete Mediano,CH-15,Chofer 15,1,8.8,114.46,113.99
2023-02-07,Vol-13,Volquete Grande,CH-21,Chofer 21,3,31.59,468.3,488.77
2023-02-07,Vol-11,Volquete Grande,CH-20,Chofer 20,3,25.52,477.75,483.45
2023-02-07,Vol-05,Volquete Pequeño,CH-04,Chofer 4,6,30.86,464.19,446.38
2023-02-07,Vol-08,Volquete Mediano,CH-19,Chofer 19,4,33.46,392.46,400.04
2023-02-07,Vol-06,Volquete Mediano,CH-03,Chofer 3,5,46.38,680.07,701.47
2023-02-07,Art-16,Articulado,CH-17,Chofer 17,1,11.93,236.98,235.66
2023-02-07,Vol-01,Volquete Pequeño,CH-04,Chofer 4,6,36.36,397.46,393.3
2023-02-07,Vol-12,Volquete Grande,CH-04,Chofer 4,2,19.74,243.5,253.42
2023-02-07,Art-20,Articulado,CH-04,Chofer 4,1,11.37,204.56,199.07
2023-02-07,Vol-04,Volquete Pequeño,CH-24,Chofer 24,3,15.16,217.18,213.12
2023-02-07,Art-18,Articulado,CH-02,Chofer 2,2,22.83,384.51,394.22
2023-02-07,Art-19,Articulado,CH-18,Chofer 18,3,31.7,667.43,660.64
2023-02-07,Vol-02,Volquete Pequeño,CH-02,Chofer 2,4,22.37,325.16,336.37
2023-02-07,Vol-15,Volquete Grande,CH-14,Chofer 14,2,13.27,332.18,332.19
2023-02-07,Vol-07,Volquete Mediano,CH-10,Chofer 10,4,41.68,443.23,446.46
2023-02-08,Art-19,Articulado,CH-23,Chofer 23,3,31.24,717.68,683.65
2023-02-08,Vol-07,Volquete Mediano,CH-12,Chofer 12,5,38.96,705.25,682.76
2023-02-08,Vol-02,Volquete Pequeño,CH-19,Chofer 19,5,28.65,387.18,387.06
2023-02-08,Vol-14,Volquete Grande,CH-23,Chofer 23,2,16.32,290.18,297.64
2023-02-08,Vol-13,Volquete Grande,CH-14,Chofer 14,2,17.27,322.85,317.7
2023-02-08,Art-17,Articulado,CH-09,Chofer 9,1,9.1,226.41,236.56
2023-02-08,Vol-12,Volquete Grande,CH-07,Chofer 7,2,15.95,267.78,277.64
2023-02-08,Vol-08,Volquete Mediano,CH-12,Chofer 12,3,21.76,411.55,421.06
2023-02-08,Vol-06,Volquete Mediano,CH-16,Chofer 16,2,11.28,267.59,262.41
2023-02-08,Vol-05,Volquete Pequeño,CH-16,Chofer 16,3,13.47,192.6,184.16
2023-02-08,Art-20,Articulado,CH-15,Chofer 15,3,29.99,697.02,688.29
2023-02-08,Vol-09,Volquete Mediano,CH-14,Chofer 14,2,11.93,222.49,217.13
2023-02-08,Art-16,Articulado,CH-08,Chofer 8,2,26.12,335.26,333.58
2023-02-08,Vol-15,Volquete Grande,CH-15,Chofer 15,3,24.14,448.66,446.06
2023-02-08,Vol-04,Volquete Pequeño,CH-03,Chofer 3,5,36.93,431.01,433.28
2023-02-08,Vol-01,Volquete Pequeño,CH-13,Chofer 13,6,38.98,413.55,399.04
2023-02-08,Art-18,Articulado,CH-06,Chofer 6,2,23.24,385.23,370.81
2023-02-09,Vol-15,Volquete Grande,CH-20,Chofer 20,3,25.38,508.38,503.15
2023-02-09,Vol-08,Volquete Mediano,CH-20,Chofer 20,4,31.95,486.75,466.4
2023-02-09,Art-17,Articulado,CH-04,Chofer 4,2,23.95,344.99,361.84
2023-02-09,Art-20,Articulado,CH-19,Chofer 19,2,18.54,376.29,386.14
2023-02-09,Vol-03,Volquete Pequeño,CH-21,Chofer 21,4,24.61,335.28,332.3
2023-02-09,Vol-01,Volquete Pequeño,CH-02,Chofer 2,5,27.85,426.46,426.49
2023-02-09,Vol-09,Volquete Mediano,CH-16,Chofer 16,3,18.68,400.25,380.89
2023-02-09,Vol-07,Volquete Mediano,CH-18,Chofer 18,4,35.63,474.42,474.05
2023-02-09,Vol-10,Volquete Mediano,CH-01,Chofer 1,5,49.71,624.59,625.32
2023-02-09,Vol-12,Volquete Grande,CH-19,Chofer 19,3,25.44,536.25,545.57
2023-02-09,Art-16,Articulado,CH-13,Chofer 13,3,34.31,638.67,648.4
2023-02-09,Art-19,Articulado,CH-15,Chofer 15,2,19.87,340.96,344.57
2023-02-09,Vol-06,Volquete Mediano,CH-20,Chofer 20,3,24.02,314.42,317.38
2023-02-09,Vol-14,Volquete Grande,CH-12,Chofer 12,3,24.27,443.76,422.18
2023-02-09,Vol-11,Volquete Grande,CH-25,Chofer 25,2,20.15,260.96,255.63
2023-02-09,Art-18,Articulado,CH-25,Chofer 25,4,53.71,656.13,681.75
2023-02-10,Vol-03,Volquete Pequeño,CH-16,Chofer 16,4,19.08,330.39,322.25
2023-02-10,Vol-01,Volquete Pequeño,CH-13,Chofer 13,4,23.57,283.89,288.48
2023-02-10,Vol-09,Volquete Mediano,CH-08,Chofer 8,4,30.3,515.45,536.21
2023-02-10,Vol-12,Volquete Grande,CH-23,Chofer 23,2,19.62,281.13,270.85
2023-02-10,Art-19,Articulado,CH-12,Chofer 12,2,20.93,370.92,385.55
2023-02-10,Vol-15,Volquete Grande,CH-23,Chofer 23,4,37.07,667.16,641.69
2023-02-10,Vol-04,Volquete Pequeño,CH-01,Chofer 1,4,25.76,360.36,374.57
2023-02-10,Vol-11,Volquete Grande,CH-20,Chofer 20,3,27.21,452.6,433.82
2023-02-10,Vol-13,Volquete Grande,CH-25,Chofer 25,4,45.95,534.17,528.29
2023-02-10,Vol-06,Volquete Mediano,CH-01,Chofer 1,3,25.87,301.92,292.16
2023-02-10,Art-18,Articulado,CH-15,Chofer 15,2,21.86,330.53,343.46
2023-02-10,Art-16,Articulado,CH-03,Chofer 3,3,42.83,558.47,547.62
2023-02-10,Vol-08,Volquete Mediano,CH-17,Chofer 17,5,42.1,646.72,637.96
2023-02-10,Vol-02,Volquete Pequeño,CH-03,Chofer 3,5,34.85,339.13,341.59
2023-02-10,Vol-05,Volquete Pequeño,CH-20,Chofer 20,5,25.82,436.84,442.05
2023-02-10,Art-17,Articulado,CH-13,Chofer 13,2,23.71,442.8,434.28
2023-02-10,Vol-14,Volquete Grande,CH-15,Chofer 15,4,32.74,510.13,533.78
2023-02-10,Vol-10,Volquete Mediano,CH-16,Chofer 16,3,18.82,330.92,323.57
2023-02-11,Vol-14,Volquete Grande,CH-01,Chofer 1,3,27.56,520.85,498.7
2023-02-11,Vol-05,Volquete Pequeño,CH-07,Chofer 7,4,19.72,280.31,285.97
2023-02-11,Vol-01,Volquete Pequeño,CH-14,Chofer 14,4,19.09,349.75,364.58
2023-02-11,Vol-09,Volquete Mediano,CH-13,Chofer 13,4,34.64,518.8,510.06
2023-02-11,Vol-04,Volquete Pequeño,CH-22,Chofer 22,4,22.89,295.33,291.49
2023-02-11,Vol-13,Volquete Grande,CH-09,Chofer 9,3,25.72,381.68,384.91
2023-02-11,Vol-08,Volquete Mediano,CH-15,Chofer 15,5,41.59,498.41,481.77
2023-02-11,Art-18,Articulado,CH-03,Chofer 3,2,29.53,479.64,477.33
2023-02-11,Vol-02,Volquete Pequeño,CH-20,Chofer 20,3,16.77,231.82,229.21
2023-02-11,Vol-06,Volquete Mediano,CH-15,Chofer 15,3,24.17,353.87,350.23
2023-02-11,Vol-15,Volquete Grande,CH-23,Chofer 23,4,32.86,527.43,510.58
2023-02-11,Vol-10,Volquete Mediano,CH-25,Chofer 25,3,26.07,371.77,368.11
2023-02-11,Vol-11,Volquete Grande,CH-20,Chofer 20,2,18.54,244.57,247.5
2023-02-11,Art-17,Articulado,CH-22,Chofer 22,1,8.84,204.19,206.13
2023-02-11,Vol-12,Volquete Grande,CH-09,Chofer 9,2,17.31,321.41,324.39
2023-02-12,Vol-08,Volquete Mediano,CH-18,Chofer 18,3,25.77,316.11,321.75
2023-02-12,Vol-13,Volquete Grande,CH-23,Chofer 23,2,20.77,336.2,335.18
2023-02-12,Vol-09,Volquete Mediano,CH-18,Chofer 18,3,25.23,422.77,430.06
2023-02-12,Vol-02,Volquete Pequeño,CH-01,Chofer 1,6,39.21,449.63,466.45
2023-02-12,Art-20,Articulado,CH-12,Chofer 12,2,21.39,364.85,351.43
2023-02-12,Vol-06,Volquete Mediano,CH-15,Chofer 15,3,21.81,306.3,296.78
2023-02-12,Vol-14,Volquete Grande,CH-18,Chofer 18,3,27.24,398.94,396.65
2023-02-12,Vol-12,Volquete Grande,CH-11,Chofer 11,3,25.28,503.96,506.72
2023-02-12,Art-17,Articulado,CH-12,Chofer 12,3,33.86,591.87,588.64
2023-02-12,Vol-10,Volquete Mediano,CH-21,Chofer 21,4,35.12,500.18,486.2
2023-02-12,Vol-07,Volquete Mediano,CH-23,Chofer 23,4,35.05,388.04,400.44
2023-02-12,Vol-01,Volquete Pequeño,CH-05,Chofer 5,5,24.08,356.28,362.22
2023-02-12,Vol-05,Volquete Pequeño,CH-15,Chofer 15,5,28.61,321.97,310.48
2023-02-12,Vol-04,Volquete Pequeño,CH-10,Chofer 10,5,33.22,383.65,384.1
2023-02-12,Art-19,Articulado,CH-19,Chofer 19,1,11.11,181.65,176.09
2023-02-13,Vol-04,Volquete Pequeño,CH-17,Chofer 17,4,26.53,363.8,356.4
2023-02-13,Vol-14,Volquete Grande,CH-25,Chofer 25,3,29.31,537.13,553.05
2023-02-13,Vol-11,Volquete Grande,CH-14,Chofer 14,1,7.66,179.37,182.68
2023-02-13,Vol-01,Volquete Pequeño,CH-11,Chofer 11,4,19.01,374.79,359.47
2023-02-13,Vol-02,Volquete Pequeño,CH-18,Chofer 18,4,21.83,298.39,306.32
2023-02-13,Vol-06,Volquete Mediano,CH-09,Chofer 9,4,27.52,388.61,382.21
2023-02-13,Art-17,Articulado,CH-14,Chofer 14,2,19.24,338.36,338.04
2023-02-13,Vol-10,Volquete Mediano,CH-05,Chofer 5,3,18.75,313.78,323.12
2023-02-13,Art-16,Articulado,CH-02,Chofer 2,1,10.1,222.53,221.13
2023-02-13,Vol-15,Volquete Grande,CH-15,Chofer 15,3,25.72,500.84,525.5
2023-02-13,Vol-05,Volquete Pequeño,CH-21,Chofer 21,5,30.77,398.38,403.59
2023-02-13,Vol-12,Volquete Grande,CH-11,Chofer 11,3,28.54,392.56,404.3
2023-02-13,Vol-09,Volquete Mediano,CH-18,Chofer 18,3,25.98,341.59,342.33
2023-02-13,Art-20,Articulado,CH-20,Chofer 20,2,20.8,329.54,335.87
2023-02-13,Art-18,Articulado,CH-02,Chofer 2,1,11.52,209.49,210.92
2023-02-13,Vol-07,Volquete Mediano,CH-22,Chofer 22,5,36.48,642.11,635.43
2023-02-13,Vol-08,Volquete Mediano,CH-14,Chofer 14,2,12.62,231.27,227.9
2023-02-13,Vol-13,Volquete Grande,CH-19,Chofer 19,4,39.76,596.11,591.25
2023-02-14,Art-16,Articulado,CH-20,Chofer 20,1,10.85,192.99,187.12
2023-02-14,Vol-04,Volquete Pequeño,CH-08,Chofer 8,6,40.65,477.73,460.21
2023-02-14,Art-17,Articulado,CH-05,Chofer 5,1,8.57,193.24,201.13
2023-02-14,Vol-06,Volquete Mediano,CH-06,Chofer 6,4,29.1,445.19,427.59
2023-02-14,Vol-10,Volquete Mediano,CH-03,Chofer 3,4,36.46,504.13,506.68
2023-02-14,Vol-14,Volquete Grande,CH-24,Chofer 24,1,6.56,173.79,168.52
2023-02-14,Vol-12,Volquete Grande,CH-13,Chofer 13,2,20.88,277.93,281.46
2023-02-14,Vol-03,Volquete Pequeño,CH-23,Chofer 23,4,23.23,351.98,366.52
2023-02-14,Vol-08,Volquete Mediano,CH-01,Chofer 1,3,26.75,401.86,397.23
2023-02-14,Vol-02,Volquete Pequeño,CH-25,Chofer 25,4,23.41,331.26,328.83
2023-02-14,Art-19,Articulado,CH-09,Chofer 9,2,18.26,365.33,361.68
2023-02-14,Art-20,Articulado,CH-09,Chofer 9,1,9.51,191.0,197.94
2023-02-14,Vol-07,Volquete Mediano,CH-13,Chofer 13,4,37.7,511.3,520.46
2023-02-14,Vol-09,Volquete Mediano,CH-13,Chofer 13,5,37.15,656.62,637.47
2023-02-14,Vol-05,Volquete Pequeño,CH-09,Chofer 9,4,18.88,284.24,273.96
2023-02-14,Vol-01,Volquete Pequeño,CH-13,Chofer 13,5,29.08,386.6,381.06
2023-02-14,Vol-15,Volquete Grande,CH-24,Chofer 24,2,13.73,351.8,356.04
2023-02-14,Art-18,Articulado,CH-07,Chofer 7,1,9.71,190.88,188.47
2023-02-14,Vol-11,Volquete Grande,CH-05,Chofer 5,3,26.12,430.84,414.93
2023-02-14,Vol-13,Volquete Grande,CH-02,Chofer 2,3,31.08,437.07,442.84
2023-02-15,Vol-02,Volquete Pequeño,CH-14,Chofer 14,3,12.52,238.67,229.34
2023-02-15,Vol-12,Volquete Grande,CH-08,Chofer 8,2,19.07,312.0,311.55
2023-02-15,Vol-14,Volquete Grande,CH-17,Chofer 17,3,27.66,497.64,480.06
2023-02-15,Vol-10,Volquete Mediano,CH-24,Chofer 24,2,11.38,273.92,269.21
2023-02-15,Vol-07,Volquete Mediano,CH-23,Chofer 23,6,52.91,610.55,599.07
2023-02-15,Vol-09,Volquete Mediano,CH-03,Chofer 3,5,43.58,481.23,478.61
2023-02-15,Vol-15,Volquete Grande,CH-16,Chofer 16,3,22.11,506.15,528.71
2023-02-15,Vol-01,Volquete Pequeño,CH-22,Chofer 22,3,16.79,204.64,208.84
2023-02-15,Vol-08,Volquete Mediano,CH-08,Chofer 8,3,29.02,312.32,298.37
2023-02-15,Vol-13,Volquete Grande,CH-01,Chofer 1,4,45.94,683.78,675.81
2023-02-15,Art-17,Articulado,CH-09,Chofer 9,2,19.74,384.29,387.28
2023-02-15,Art-16,Articulado,CH-17,Chofer 17,3,32.87,678.89,701.26
2023-02-15,Art-19,Articulado,CH-20,Chofer 20,2,20.03,432.9,451.18
2023-02-15,Vol-05,Volquete Pequeño,CH-17,Chofer 17,5,26.48,342.28,346.11
2023-02-15,Vol-04,Volquete Pequeño,CH-22,Chofer 22,4,22.7,290.63,283.33
2023-02-15,Vol-06,Volquete Mediano,CH-15,Chofer 15,4,33.78,409.4,428.95
2023-02-15,Vol-11,Volquete Grande,CH-20,Chofer 20,3,26.16,424.29,417.68
2023-02-15,Art-18,Articulado,CH-02,Chofer 2,2,20.78,394.01,375.63
2023-02-15,Art-20,Articulado,CH-25,Chofer 25,2,22.31,415.26,411.73
2023-02-15,Vol-03,Volquete Pequeño,CH-21,Chofer 21,5,30.41,450.82,468.63
2023-02-16,Art-18,Articulado,CH-05,Chofer 5,1,9.25,160.02,166.66
2023-02-16,Vol-13,Volquete Grande,CH-22,Chofer 22,1,9.54,130.07,125.13
2023-02-16,Vol-03,Volquete Pequeño,CH-14,Chofer 14,4,18.12,346.31,339.65
2023-02-16,Vol-09,Volquete Mediano,CH-18,Chofer 18,5,37.85,658.57,672.46
2023-02-16,Vol-12,Volquete Grande,CH-10,Chofer 10,3,36.45,421.42,419.07
2023-02-16,Vol-08,Volquete Mediano,CH-07,Chofer 7,3,23.74,414.35,425.67
2023-02-16,Art-19,Articulado,CH-22,Chofer 22,2,19.47,477.9,490.07
2023-02-16,Vol-01,Volquete Pequeño,CH-22,Chofer 22,4,22.07,369.47,365.73
2023-02-16,Vol-06,Volquete Mediano,CH-18,Chofer 18,4,32.57,385.34,381.62
2023-02-16,Vol-14,Volquete Grande,CH-19,Chofer 19,2,15.26,242.19,251.98
2023-02-16,Vol-15,Volquete Grande,CH-06,Chofer 6,3,25.0,437.07,417.9
2023-02-16,Vol-05,Volquete Pequeño,CH-03,Chofer 3,4,26.09,312.15,327.05
2023-02-16,Vol-04,Volquete Pequeño,CH-19,Chofer 19,4,25.49,263.71,258.37
2023-02-16,Vol-02,Volquete Pequeño,CH-17,Chofer 17,4,21.35,342.27,354.06
2023-02-16,Vol-07,Volquete Mediano,CH-24,Chofer 24,3,18.25,298.16,310.36
2023-02-16,Vol-10,Volquete Mediano,CH-01,Chofer 1,3,30.0,366.43,350.96
2023-02-17,Vol-15,Volquete Grande,CH-14,Chofer 14,4,29.96,526.63,523.85
2023-02-17,Vol-02,Volquete Pequeño,CH-12,Chofer 12,3,17.14,262.99,266.82
2023-02-17,Vol-06,Volquete Mediano,CH-22,Chofer 22,3,22.42,319.75,309.71
2023-02-17,Art-17,Articulado,CH-23,Chofer 23,1,10.35,236.45,247.18
2023-02-17,Vol-05,Volquete Pequeño,CH-01,Chofer 1,6,35.35,530.6,509.83
2023-02-17,Vol-13,Volquete Grande,CH-23,Chofer 23,3,31.26,445.99,445.02
2023-02-17,Vol-07,Volquete Mediano,CH-03,Chofer 3,3,29.4,423.08,440.75
2023-02-17,Vol-03,Volquete Pequeño,CH-03,Chofer 3,6,45.12,517.74,539.7
2023-02-17,Vol-09,Volquete Mediano,CH-09,Chofer 9,2,14.16,226.17,218.22
2023-02-17,Vol-14,Volquete Grande,CH-02,Chofer 2,2,16.89,306.23,298.33
2023-02-17,Vol-11,Volquete Grande,CH-01,Chofer 1,3,31.7,475.7,480.51
2023-02-17,Art-19,Articulado,CH-09,Chofer 9,1,9.74,220.74,225.44
2023-02-17,Vol-04,Volquete Pequeño,CH-14,Chofer 14,2,9.8,161.11,159.71
2023-02-17,Art-20,Articulado,CH-25,Chofer 25,1,11.2,162.03,165.11
2023-02-17,Art-18,Articulado,CH-01,Chofer 1,3,39.51,500.9,485.98
2023-02-17,Vol-10,Volquete Mediano,CH-24,Chofer 24,3,17.26,330.91,317.33
2023-02-17,Vol-08,Volquete Mediano,CH-05,Chofer 5,3,19.62,404.97,398.61
2023-02-18,Vol-13,Volquete Grande,CH-14,Chofer 14,3,26.09,420.99,440.02
2023-02-18,Vol-03,Volquete Pequeño,CH-20,Chofer 20,5,24.75,370.25,370.22
2023-02-18,Art-17,Articulado,CH-05,Chofer 5,3,28.67,500.91,500.27
2023-02-18,Vol-12,Volquete Grande,CH-14,Chofer 14,2,15.73,282.2,293.76
2023-02-18,Vol-06,Volquete Mediano,CH-17,Chofer 17,4,29.85,466.72,457.96
2023-02-18,Vol-15,Volquete Grande,CH-03,Chofer 3,5,51.65,838.18,875.14
2023-02-18,Vol-04,Volquete Pequeño,CH-07,Chofer 7,4,21.23,325.71,310.76
2023-02-18,Vol-09,Volquete Mediano,CH-22,Chofer 22,3,20.45,385.02,383.11
2023-02-18,Vol-14,Volquete Grande,CH-07,Chofer 7,2,15.05,316.17,306.25
2023-02-18,Vol-01,Volquete Pequeño,CH-09,Chofer 9,4,21.11,318.04,302.99
2023-02-18,Vol-10,Volquete Mediano,CH-20,Chofer 20,3,21.62,427.29,436.48
2023-02-18,Art-20,Articulado,CH-11,Chofer 11,3,27.07,710.9,713.44
2023-02-18,Vol-07,Volquete Mediano,CH-14,Chofer 14,3,20.39,352.33,339.06
2023-02-18,Vol-02,Volquete Pequeño,CH-16,Chofer 16,4,18.0,275.6,281.89
2023-02-18,Art-19,Articulado,CH-03,Chofer 3,3,39.22,648.21,671.25
2023-02-19,Vol-01,Volquete Pequeño,CH-16,Chofer 16,3,14.85,200.09,197.21
2023-02-19,Vol-10,Volquete Mediano,CH-05,Chofer 5,3,19.1,349.97,338.26
2023-02-19,Vol-09,Volquete Mediano,CH-23,Chofer 23,3,21.65,329.25,329.85
2023-02-19,Vol-08,Volquete Mediano,CH-08,Chofer 8,4,34.72,491.47,509.06
2023-02-19,Vol-05,Volquete Pequeño,CH-24,Chofer 24,3,11.96,258.83,250.88
2023-02-19,Vol-07,Volquete Mediano,CH-23,Chofer 23,5,41.88,492.68,503.82
2023-02-19,Vol-11,Volquete Grande,CH-17,Chofer 17,3,28.57,370.32,358.27
2023-02-19,Vol-03,Volquete Pequeño,CH-02,Chofer 2,5,26.78,418.75,438.42
2023-02-19,Art-17,Articulado,CH-05,Chofer 5,1,8.59,198.98,189.52
2023-02-19,Art-18,Articulado,CH-12,Chofer 12,2,22.84,404.59,397.89
2023-02-19,Vol-15,Volquete Grande,CH-21,Chofer 21,4,35.46,665.86,658.24
2023-02-19,Vol-04,Volquete Pequeño,CH-14,Chofer 14,4,21.52,351.99,362.73
2023-02-19,Art-20,Articulado,CH-12,Chofer 12,2,21.83,400.38,393.49
2023-02-19,Vol-06,Volquete Mediano,CH-06,Chofer 6,4,33.82,549.6,539.49
2023-02-19,Vol-14,Volquete Grande,CH-10,Chofer 10,5,51.42,625.62,655.18
2023-02-19,Vol-13,Volquete Grande,CH-24,Chofer 24,2,14.24,273.76,272.6
2023-02-19,Vol-12,Volquete Grande,CH-01,Chofer 1,3,30.42,510.75,497.46
2023-02-19,Vol-02,Volquete Pequeño,CH-10,Chofer 10,5,33.26,443.0,423.59
2023-02-19,Art-19,Articulado,CH-25,Chofer 25,3,32.11,581.21,554.47
2023-02-19,Art-16,Articulado,CH-03,Chofer 3,2,28.81,375.39,381.16
2023-02-20,Vol-06,Volquete Mediano,CH-23,Chofer 23,3,21.76,348.36,334.88
2023-02-20,Vol-13,Volquete Grande,CH-18,Chofer 18,3,35.17,469.87,472.05
2023-02-20,Vol-05,Volquete Pequeño,CH-13,Chofer 13,4,23.74,269.1,275.88
2023-02-20,Art-16,Articulado,CH-02,Chofer 2,1,9.44,237.09,234.18
2023-02-20,Vol-07,Volquete Mediano,CH-22,Chofer 22,4,30.51,390.76,400.38
2023-02-20,Vol-03,Volquete Pequeño,CH-09,Chofer 9,4,20.5,368.62,374.1
2023-02-20,Vol-15,Volquete Grande,CH-10,Chofer 10,2,20.16,341.4,340.59
2023-02-20,Art-19,Articulado,CH-07,Chofer 7,2,20.38,428.22,419.7
2023-02-20,Vol-09,Volquete Mediano,CH-16,Chofer 16,3,17.39,388.19,405.44
2023-02-20,Art-20,Articulado,CH-23,Chofer 23,1,10.14,197.48,190.53
2023-02-20,Vol-01,Volquete Pequeño,CH-07,Chofer 7,4,19.49,354.44,351.8
2023-02-20,Vol-04,Volquete Pequeño,CH-16,Chofer 16,3,15.59,222.52,211.59
2023-02-20,Vol-14,Volquete Grande,CH-05,Chofer 5,1,7.36,157.27,151.31
2023-02-20,Art-18,Articulado,CH-02,Chofer 2,2,24.19,440.23,459.66
2023-02-20,Vol-02,Volquete Pequeño,CH-16,Chofer 16,5,21.01,420.39,438.21
2023-02-20,Vol-11,Volquete Grande,CH-19,Chofer 19,2,17.26,335.76,343.77
2023-02-20,Art-17,Articulado,CH-05,Chofer 5,1,8.37,236.36,246.26
